EQID,Mw,SoF,Dip,RJB,VS30,PGV_geo
402,4.1,N,38.0,86.8977391,1323.0,0.010376868
271,4.3,S,79.0,70.79262872,720.0,0.01569773
226,4.2,N,51.0,133.6742184,630.0,0.012023048
718,4.1,N,55.0,56.7165326,745.0,0.128367424
259,4.2,S,89.0,43.88865995,483.0,0.047495454
487,4.3,S,81.0,97.25884411,344.0,0.050958783
291,4.0,S,63.0,66.83912174,361.0,0.024008321
9182,4.4,S,78.0,58.0,450.0,0.100722177
403,4.4,N,35.0,83.5473628,1080.0,0.013012821
8897,3.8,S,70.0,149.0,827.0,0.007676566
417,3.7,S,84.0,50.97297487,521.0,0.042318788
355,4.2,S,85.0,60.17386806,313.0,0.045682839
362,4.3,N,55.0,74.93972046,313.0,0.054553722
445,4.1,S,66.0,28.24768824,366.0,0.278104348
9248,4.4,S,77.0,64.0,519.0,0.044478251
189,4.0,S,90.0,136.4215915,538.0,0.0083915
559,4.4,S,88.0,126.3376902,827.0,0.020456285
569,4.1,S,54.0,80.01015266,193.0,0.046525181
342,4.0,S,86.0,67.37695814,246.0,0.133038499
656,4.1,S,59.0,196.9028745,558.0,0.006084671
155,4.0,N,62.0,171.4440767,289.0,0.027500438
398,4.4,N,35.0,75.53943949,986.0,0.016338564
147,3.9,S,41.0,55.29401042,745.0,0.016017092
699,4.1,N,55.0,69.66750695,145.0,0.088425042
8553,4.2,S,88.0,56.0,430.0,0.026000477
425,4.0,S,83.0,20.41879858,323.0,0.297951699
600,4.4,S,74.0,112.8232354,579.0,0.005364956
570,4.2,S,75.0,135.0947718,271.0,0.029219561
287,3.6,S,53.0,98.70059447,246.0,0.022234001
629,4.1,S,59.0,188.8121346,305.0,0.03285359
513,4.2,S,66.0,63.17040148,359.0,0.042835811
614,4.4,N,63.0,166.8370418,429.0,0.013899319
442,3.8,S,53.0,36.63199147,460.0,0.095641599
560,4.1,S,80.0,166.2122752,312.0,0.012621223
158,3.8,S,68.0,65.85596398,316.0,0.012234038
699,4.1,N,55.0,92.27730825,328.0,0.029078876
581,4.3,S,57.0,33.26687443,481.0,0.067178231
511,4.1,N,52.0,38.15269312,344.0,0.049711289
301,4.0,N,37.0,61.94798815,344.0,0.034318432
648,4.0,S,90.0,56.72960136,860.0,0.019576789
292,4.3,S,60.0,168.7235373,412.0,0.013346304
616,4.3,S,84.0,102.5134048,328.0,0.158865009
364,4.2,N,53.0,20.35735369,229.0,0.314315744
732,3.9,N,70.0,9.291308247,450.0,0.289587711
373,3.9,N,39.0,73.8672174,131.0,0.018392822
318,4.1,N,23.0,148.918614,340.0,0.008303023
476,4.3,S,76.0,101.2654302,186.0,0.039167605
301,4.0,N,37.0,122.4056174,894.0,0.006898739
362,4.3,N,55.0,188.073548,314.0,0.009217488
339,3.8,S,87.0,14.20320676,329.0,0.277390692
590,4.4,S,67.0,83.83730299,481.0,0.013877271
506,4.2,S,83.0,79.32869301,483.0,0.021827115
436,4.1,N,49.0,81.49144308,300.0,0.060376091
502,4.0,S,86.0,75.97532849,514.0,0.020305988
511,4.1,N,52.0,33.0768375,477.0,0.086810962
616,4.3,S,84.0,164.0118723,683.0,0.028093901
306,4.0,N,36.0,53.44017819,948.0,0.015297627
8757,3.9,S,90.0,61.0,321.0,0.028769469
271,4.3,S,79.0,108.7563996,612.0,0.008827005
176,3.9,S,68.0,134.0215059,671.0,0.018719257
471,4.1,S,76.0,42.43766949,561.0,0.024723118
335,4.1,S,70.0,68.12726141,223.0,0.041428687
597,4.1,S,58.0,142.1079433,304.0,0.021365605
575,4.2,S,52.0,174.8209693,192.0,0.035808101
344,4.0,N,42.0,44.74028315,171.0,0.074460921
381,4.0,N,38.0,88.78597344,369.0,0.035701826
549,4.4,S,86.0,63.58960569,299.0,0.030144349
8824,4.2,S,73.0,29.0,229.0,0.29574539
198,4.0,N,74.0,134.0913492,223.0,0.032878497
561,4.2,S,76.0,116.428496,375.0,0.007472978
557,4.0,S,90.0,189.1477178,284.0,0.001486693
344,4.0,N,42.0,34.94399666,875.0,0.080095566
239,4.2,S,76.0,111.5056843,448.0,0.046217569
338,4.3,N,39.0,65.88716256,429.0,0.021357433
395,4.2,N,35.0,18.09392651,732.0,0.172148846
496,4.1,N,88.0,39.88623163,567.0,0.070597381
320,3.9,N,31.0,79.22778526,193.0,0.029586122
8920,4.1,R,52.0,126.0,328.0,0.048982559
498,4.2,S,72.0,17.08250956,313.0,0.283137447
382,4.1,S,83.0,70.34702517,771.0,0.014767309
8917,4.4,S,88.0,134.0,393.0,0.028709761
8553,4.2,S,88.0,65.0,545.0,0.025682723
292,4.3,S,60.0,7.929266751,292.0,0.891786875
415,4.3,N,67.0,66.63457838,986.0,0.050117738
9179,4.4,S,88.0,92.0,484.0,0.039659198
382,4.1,S,83.0,80.91651287,827.0,0.023060198
261,3.9,N,66.0,103.190673,538.0,0.019243825
422,4.0,S,55.0,120.9132127,444.0,0.042600968
8484,4.2,N,69.0,112.0,395.0,0.014712232
396,4.2,N,55.0,88.21773685,466.0,0.006700133
588,4.3,S,68.0,88.8987914,663.0,0.008632415
241,3.9,N,69.0,46.85968334,720.0,0.016470767
74,4.0,N,64.0,148.411796,229.0,0.096399787
8827,4.3,S,71.0,58.0,758.0,0.034808891
9240,4.4,S,74.0,131.0,373.0,0.007406804
214,3.9,R,74.0,123.9469341,229.0,0.006483705
588,4.3,S,68.0,124.136963,416.0,0.02035503
395,4.2,N,35.0,170.6273453,695.0,0.013047834
294,4.3,S,73.0,134.6657045,301.0,0.03340102
90,4.4,S,87.0,53.3560991,145.0,0.117449875
697,4.0,N,55.0,87.05433879,328.0,0.032763551
259,4.2,S,89.0,124.0586853,361.0,0.012911629
372,3.9,S,73.0,84.30070407,131.0,0.055503311
584,4.1,S,88.0,15.07009542,1380.0,0.179423028
250,4.0,N,43.0,44.08922841,545.0,0.05285582
174,3.7,S,77.0,91.93224566,597.0,0.027047288
392,4.1,N,37.0,121.8633983,328.0,0.019287455
476,4.3,S,76.0,100.0498838,215.0,0.01416319
672,4.0,S,90.0,34.13528559,481.0,0.131352024
90,4.4,S,87.0,48.58758128,298.0,0.130624341
8924,3.7,N,60.0,134.0,393.0,0.007829408
514,4.3,S,80.0,88.10933018,1380.0,0.011805261
302,4.4,N,51.0,156.2802927,574.0,0.01726032
8553,4.2,S,88.0,70.0,714.0,0.027250558
502,4.0,S,86.0,73.51763836,321.0,0.013916418
383,4.1,N,19.0,51.90228997,745.0,0.025051507
403,4.4,N,35.0,110.904166,369.0,0.015453725
155,4.0,N,62.0,68.45920126,336.0,0.102728794
277,4.2,S,67.0,96.42155448,265.0,0.024420743
395,4.2,N,35.0,114.6450146,371.0,0.058033686
680,4.1,S,80.0,130.6296973,521.0,0.009429025
587,4.0,S,86.0,41.93373408,558.0,0.036353229
704,4.0,N,55.0,74.40588556,205.0,0.019892093
401,4.3,N,39.0,63.94884635,1323.0,0.023167459
467,4.0,N,36.0,91.85082127,580.0,0.014150769
495,4.4,S,54.0,27.63582094,199.0,0.194211582
461,4.0,S,64.0,92.6275331,530.0,0.013425705
464,3.8,S,87.0,74.14225453,555.0,0.050610741
719,4.2,N,55.0,123.2153054,986.0,0.007320648
8484,4.2,N,69.0,90.0,301.0,0.045552712
219,4.2,N,44.0,52.8734553,549.0,0.036263062
711,4.0,N,55.0,87.74180079,328.0,0.024704253
328,4.4,N,44.0,76.0724532,223.0,0.049066768
396,4.2,N,55.0,91.94215901,580.0,0.007766753
496,4.1,N,88.0,32.40192836,875.0,0.1502623
616,4.3,S,84.0,37.40872952,238.0,0.109510567
629,4.1,S,59.0,169.7956018,317.0,0.035924706
502,4.0,S,86.0,99.33169547,460.0,0.011099368
239,4.2,S,76.0,155.9503601,305.0,0.036436498
318,4.1,N,23.0,33.95038258,403.0,0.228632985
383,4.1,N,19.0,49.75844149,145.0,0.139249537
210,3.8,N,39.0,58.44542291,283.0,0.020604139
239,4.2,S,76.0,51.75348454,688.0,0.073054223
441,4.0,N,18.0,121.6221437,436.0,0.024487429
534,4.4,N,70.0,5.372408685,401.0,3.142314407
202,4.3,S,77.0,131.8561923,709.0,0.020830388
703,4.0,N,55.0,75.5861971,196.0,0.043309769
196,4.3,S,90.0,34.11409377,480.0,0.077120332
436,4.1,N,49.0,25.19492495,558.0,0.297630915
229,4.0,N,41.0,144.4287788,312.0,0.023188956
302,4.4,N,51.0,132.3667783,463.0,0.021915823
202,4.3,S,77.0,24.90679636,397.0,0.104393619
634,4.1,N,65.0,51.5634343,323.0,0.061788411
523,4.3,N,74.0,75.98730381,390.0,0.122419023
476,4.3,S,76.0,46.39701944,428.0,0.055709605
488,4.1,S,84.0,57.58260414,459.0,0.013909916
570,4.2,S,75.0,184.7826339,1080.0,0.005465753
561,4.2,S,76.0,75.09426836,529.0,0.024787849
532,4.4,S,86.0,149.7982901,735.0,0.016513398
359,3.8,N,49.0,71.17733205,131.0,0.035164235
362,4.3,N,55.0,135.3749726,894.0,0.007923977
560,4.1,S,80.0,137.3381659,488.0,0.018141375
384,3.9,S,74.0,101.5665007,271.0,0.043110185
317,4.0,N,28.0,134.0782548,315.0,0.051124484
262,4.0,N,58.0,48.05181015,901.0,0.020828818
9182,4.4,S,78.0,136.0,907.0,0.004631327
318,4.1,N,23.0,108.8796555,361.0,0.00994558
151,4.0,N,78.0,65.98549136,455.0,0.059324012
493,4.0,N,65.0,83.57175537,587.0,0.094915405
493,4.0,N,65.0,54.21404976,452.0,0.066733134
168,3.5,R,81.0,87.20463166,229.0,0.025833751
656,4.1,S,59.0,182.1345269,555.0,0.006370182
384,3.9,S,74.0,44.41947531,629.0,0.056881728
371,3.9,N,60.0,83.67059849,270.0,0.015428591
8835,4.4,N,30.0,65.0,285.0,0.089253852
8456,4.4,S,86.0,145.0,583.0,0.018830416
505,4.2,R,90.0,86.2808303,436.0,0.016333752
475,4.1,N,40.0,101.5562997,463.0,0.056226965
407,3.9,S,79.0,66.26793573,225.0,0.089979583
505,4.2,R,90.0,177.4150243,558.0,0.008722188
258,4.2,N,33.0,79.38131511,206.0,0.05514413
452,4.1,S,80.0,64.65823129,315.0,0.077087545
176,3.9,S,68.0,183.2573289,246.0,0.012355169
587,4.0,S,86.0,44.0148019,229.0,0.065600041
8813,4.3,S,79.0,122.0,207.0,0.055326687
173,4.3,R,64.0,118.5562887,273.0,0.034820369
239,4.2,S,76.0,116.5383092,447.0,0.027950281
321,3.8,S,58.0,69.03256411,429.0,0.019649059
552,4.1,S,79.0,84.1662218,196.0,0.039779356
375,3.9,S,71.0,90.47652942,444.0,0.030790981
518,4.3,N,74.0,92.41867091,236.0,0.043325479
221,3.9,S,65.0,54.48939436,340.0,0.023068016
174,3.7,S,77.0,118.1967911,469.0,0.025932284
8793,4.2,N,46.0,124.0,445.0,0.008419474
9248,4.4,S,77.0,128.0,1380.0,0.014518279
575,4.2,S,52.0,91.37920592,444.0,0.165349643
226,4.2,N,51.0,58.22334821,696.0,0.023930768
209,4.2,S,68.0,151.5291295,313.0,0.012958585
534,4.4,N,70.0,40.66218097,487.0,0.156246208
8827,4.3,S,71.0,24.0,382.0,0.24085646
453,4.4,S,69.0,127.9344029,380.0,0.018884162
616,4.3,S,84.0,43.60076048,558.0,0.125448955
8890,4.2,N,53.0,38.0,415.0,0.111419141
269,3.9,N,54.0,13.65928908,344.0,0.28933197
493,4.0,N,65.0,157.2753988,267.0,0.01239319
202,4.3,S,77.0,107.7159454,238.0,0.152279585
613,4.0,N,67.0,90.43760006,561.0,0.005049525
8825,4.3,S,70.0,172.0,199.0,0.0655583
328,4.4,N,44.0,72.43674855,444.0,0.096637565
495,4.4,S,54.0,62.60363601,251.0,0.116505586
493,4.0,N,65.0,85.84188718,289.0,0.061713341
511,4.1,N,52.0,120.6742282,393.0,0.006884117
728,4.1,N,55.0,79.03262278,196.0,0.198744924
460,4.1,N,81.0,122.690714,514.0,0.046236906
230,4.2,S,59.0,148.6303015,599.0,0.002686738
374,4.2,S,60.0,73.37682367,459.0,0.051001919
493,4.0,N,65.0,29.7441004,301.0,0.087469356
243,3.9,S,62.0,123.831361,387.0,0.01336156
328,4.4,N,44.0,118.2495589,558.0,0.013876419
493,4.0,N,65.0,31.59257093,382.0,0.113945842
381,4.0,N,38.0,47.50999716,771.0,0.038500663
8796,4.4,S,67.0,120.0,214.0,0.173855047
237,4.1,S,90.0,176.0674871,322.0,0.010707404
152,4.0,S,61.0,121.429459,372.0,0.014638475
8486,4.3,S,87.0,78.0,425.0,0.035005999
314,4.3,N,49.0,103.6573122,214.0,0.052662186
493,4.0,N,65.0,164.999293,238.0,0.01320391
464,3.8,S,87.0,147.967456,280.0,0.043259168
202,4.3,S,77.0,115.6088441,420.0,0.032407252
193,4.2,S,85.0,140.0726008,538.0,0.033474196
333,4.4,S,77.0,53.76957391,660.0,0.017355901
291,4.0,S,63.0,51.236873,238.0,0.045991001
8890,4.2,N,53.0,92.0,328.0,0.09504435
156,3.8,S,25.0,48.31398331,252.0,0.051217986
461,4.0,S,64.0,36.41132981,365.0,0.038210441
291,4.0,S,63.0,105.8390224,561.0,0.008080404
449,4.0,S,70.0,118.3850769,195.0,0.012318629
415,4.3,N,67.0,171.9880515,171.0,0.011491002
8827,4.3,S,71.0,20.0,484.0,0.337369332
609,4.0,N,51.0,40.58455935,300.0,0.025788797
349,4.0,S,47.0,39.6493911,875.0,0.059785149
589,4.2,S,80.0,170.1885423,567.0,0.005338724
463,4.1,S,73.0,125.8026461,362.0,0.020710824
376,4.2,S,55.0,151.0037184,192.0,0.043661348
328,4.4,N,44.0,170.1250389,555.0,0.014901269
589,4.2,S,80.0,84.80731658,329.0,0.014924643
221,3.9,S,65.0,35.17362823,875.0,0.027878726
174,3.7,S,77.0,152.4070306,654.0,0.008060586
8457,4.2,S,69.0,87.0,894.0,0.011874506
144,3.8,S,74.0,67.55915559,721.0,0.034016266
650,4.0,N,55.0,77.2221915,545.0,0.012152822
8820,4.2,S,89.0,46.0,662.0,0.089747439
624,4.2,S,82.0,94.71079031,131.0,0.060922373
374,4.2,S,60.0,114.0896245,328.0,0.110679828
629,4.1,S,59.0,42.8044683,660.0,0.126683062
150,3.7,R,67.0,122.9896132,365.0,0.011756879
575,4.2,S,52.0,151.9475625,555.0,0.012962144
723,4.1,N,54.0,44.47619022,415.0,0.04803274
9228,4.0,S,65.0,156.0,463.0,0.011979053
721,4.0,N,55.0,72.65041695,986.0,0.00985285
742,4.1,N,15.0,22.47901074,344.0,0.156291015
584,4.1,S,88.0,130.8242498,907.0,0.001152318
88,4.4,S,61.0,75.09250025,145.0,0.413321587
616,4.3,S,84.0,84.42138987,196.0,0.102436025
8813,4.3,S,79.0,149.0,450.0,0.027407545
8570,4.1,N,23.0,155.0,450.0,0.016827084
374,4.2,S,60.0,82.78596294,1141.0,0.063343358
328,4.4,N,44.0,71.72814019,483.0,0.040125246
8738,4.1,N,52.0,155.0,599.0,0.003568662
559,4.4,S,88.0,22.62963297,430.0,0.887794972
9248,4.4,S,77.0,84.0,463.0,0.072341705
251,3.7,R,71.0,106.1014552,721.0,0.018486184
280,4.2,R,57.0,128.4422505,401.0,0.026399293
602,4.1,N,25.0,93.21353048,171.0,0.059040999
193,4.2,S,85.0,147.8342367,317.0,0.027441145
460,4.1,N,81.0,42.68275892,223.0,0.146561769
9179,4.4,S,88.0,49.0,186.0,0.428570165
335,4.1,S,70.0,168.1828419,441.0,0.010091478
493,4.0,N,65.0,111.2534671,215.0,0.050838128
597,4.1,S,58.0,191.5589594,229.0,0.0361112
570,4.2,S,75.0,96.35244653,358.0,0.030563855
144,3.8,S,74.0,141.4421016,660.0,0.004709011
656,4.1,S,59.0,22.1902682,376.0,0.509480923
575,4.2,S,52.0,42.68680386,229.0,0.108578314
242,4.2,N,40.0,124.8559542,629.0,0.042959212
394,4.3,S,47.0,75.93372373,986.0,0.038615623
302,4.4,N,51.0,84.1835901,521.0,0.014277577
151,4.0,N,78.0,7.750522592,210.0,0.592347333
382,4.1,S,83.0,142.765346,324.0,0.015320805
629,4.1,S,59.0,29.47335846,481.0,0.484805214
463,4.1,S,73.0,161.5356004,514.0,0.007076238
350,4.0,N,39.0,118.2426193,324.0,0.016152323
294,4.3,S,73.0,61.49213419,827.0,0.089763063
8553,4.2,S,88.0,112.0,272.0,0.031287157
574,4.2,S,60.0,85.78477265,249.0,0.058754885
339,3.8,S,87.0,115.0750723,463.0,0.011704866
664,4.0,S,90.0,79.06650533,463.0,0.021308143
250,4.0,N,43.0,49.84254175,501.0,0.01872312
381,4.0,N,38.0,42.02434758,131.0,0.090202796
465,4.2,R,39.0,137.8107973,303.0,0.004150516
362,4.3,N,55.0,65.99390229,695.0,0.020928402
495,4.4,S,54.0,87.8518266,214.0,0.07420891
650,4.0,N,55.0,126.1852041,377.0,0.021894428
426,3.9,S,73.0,124.532722,532.0,0.011300924
571,4.0,S,62.0,92.50898358,205.0,0.029709374
574,4.2,S,60.0,118.8567602,462.0,0.022742618
634,4.1,N,65.0,126.7940827,236.0,0.019384652
202,4.3,S,77.0,56.96619908,683.0,0.047224926
475,4.1,N,40.0,54.47205217,233.0,0.032661564
9226,4.0,R,20.0,152.0,445.0,0.013347523
180,4.1,S,81.0,47.59008005,131.0,0.060229544
220,4.0,S,81.0,20.53930643,745.0,0.225937567
9097,4.3,R,26.0,87.0,637.0,0.010302126
436,4.1,N,49.0,48.04166823,875.0,0.032670651
701,4.2,N,55.0,80.78041416,145.0,0.052600516
277,4.2,S,67.0,82.11518183,289.0,0.086486175
458,4.3,N,43.0,5.757871156,805.0,1.396164037
588,4.3,S,68.0,145.9611521,372.0,0.016697651
8868,3.8,N,45.0,70.0,630.0,0.010051405
170,3.9,N,30.0,44.95723208,483.0,0.024889117
401,4.3,N,39.0,46.0128371,323.0,0.076702258
345,4.0,S,58.0,37.79212835,458.0,0.0485338
207,4.0,S,56.0,95.85769432,193.0,0.08184046
698,4.0,N,55.0,82.75414758,460.0,0.036827836
513,4.2,S,66.0,180.7821319,894.0,0.005151443
590,4.4,S,67.0,47.38024924,1380.0,0.031890228
168,3.5,R,81.0,79.79149548,324.0,0.00794982
350,4.0,N,39.0,62.52861695,293.0,0.060718638
9247,4.4,N,40.0,78.0,445.0,0.038157948
9097,4.3,R,26.0,137.0,384.0,0.010383281
649,4.3,S,83.0,121.3380846,444.0,0.014205605
534,4.4,N,70.0,20.79114152,183.0,1.814976733
616,4.3,S,84.0,149.1203106,330.0,0.041717712
495,4.4,S,54.0,79.86184025,305.0,0.048438933
8795,3.8,N,70.0,67.0,312.0,0.055590612
395,4.2,N,35.0,167.162297,345.0,0.022535867
708,4.3,N,55.0,68.38326029,196.0,0.054940394
475,4.1,N,40.0,79.14561268,338.0,0.056050133
611,4.2,S,90.0,64.61047892,329.0,0.020764999
8924,3.7,N,60.0,94.0,352.0,0.015751681
650,4.0,N,55.0,122.4280926,448.0,0.023364902
220,4.0,S,81.0,99.30053962,193.0,0.046923897
8872,4.3,S,78.0,82.0,463.0,0.032773521
597,4.1,S,58.0,138.8825157,369.0,0.010031269
735,4.2,S,87.0,88.09972511,745.0,0.177394339
486,4.0,R,66.0,90.90175011,549.0,0.006136433
475,4.1,N,40.0,98.47200433,567.0,0.016338257
276,4.2,N,48.0,46.36595057,875.0,0.038284108
502,4.0,S,86.0,100.3488886,293.0,0.028919751
316,4.1,S,44.0,199.0570344,265.0,0.039071651
387,4.4,N,55.0,103.8682902,1080.0,0.003870437
8803,4.3,R,71.0,83.0,290.0,0.02585064
588,4.3,S,68.0,106.9032407,875.0,0.011126701
534,4.4,N,70.0,40.89384017,215.0,0.15464268
589,4.2,S,80.0,107.5115056,663.0,0.005948042
302,4.4,N,51.0,110.0775819,407.0,0.026845942
284,4.2,R,40.0,70.34782489,875.0,0.013539697
233,4.3,S,54.0,168.9582123,429.0,0.017096211
312,4.3,N,42.0,70.87203859,444.0,0.073273334
95,4.3,S,89.0,117.7192555,193.0,0.089737896
563,4.2,S,74.0,29.85324708,581.0,0.118453717
530,4.0,N,55.0,38.32274333,948.0,0.024848968
280,4.2,R,57.0,164.6469348,914.0,0.012883611
392,4.1,N,37.0,171.0004939,205.0,0.005523977
151,4.0,N,78.0,63.10616062,374.0,0.078362291
292,4.3,S,60.0,69.93673553,836.0,0.024890332
341,4.2,S,75.0,156.604251,745.0,0.024394772
589,4.2,S,80.0,102.1067511,907.0,0.00345996
294,4.3,S,73.0,71.9041932,205.0,0.204518584
493,4.0,N,65.0,167.410447,259.0,0.016278631
474,4.4,N,41.0,92.65292801,145.0,0.201675696
275,4.0,S,90.0,33.87914461,314.0,0.033549024
350,4.0,N,39.0,176.4519,225.0,0.022135547
9223,4.0,S,46.0,56.0,280.0,0.012847349
656,4.1,S,59.0,189.8959603,430.0,0.007853184
210,3.8,N,39.0,20.20005831,366.0,0.116056163
498,4.2,S,72.0,14.8112115,875.0,0.109557474
8820,4.2,S,89.0,77.0,340.0,0.030056952
569,4.1,S,54.0,85.91273437,270.0,0.027474765
493,4.0,N,65.0,25.26417668,196.0,0.238345906
402,4.1,N,38.0,82.66424723,986.0,0.04869447
513,4.2,S,66.0,29.0445592,337.0,0.149572048
621,4.2,S,84.0,67.76704556,481.0,0.020342851
600,4.4,S,74.0,93.64234955,907.0,0.007489766
280,4.2,R,57.0,98.17918906,412.0,0.015555748
8796,4.4,S,67.0,151.0,420.0,0.047189028
534,4.4,N,70.0,60.93509788,303.0,0.056484493
629,4.1,S,59.0,176.0130633,574.0,0.017724498
598,4.3,S,89.0,183.1902825,758.0,0.010525046
495,4.4,S,54.0,133.4729384,514.0,0.025232238
571,4.0,S,62.0,119.6162103,462.0,0.008442255
528,4.3,S,77.0,96.76017257,558.0,0.041404645
261,3.9,N,66.0,53.27765578,314.0,0.020440872
575,4.2,S,52.0,153.3498362,403.0,0.047488161
475,4.1,N,40.0,56.57945435,533.0,0.05199978
382,4.1,S,83.0,30.00269432,328.0,0.185143109
408,4.2,N,59.0,26.63192678,948.0,0.077061879
571,4.0,S,62.0,150.7125829,555.0,0.006807963
561,4.2,S,76.0,62.72306577,372.0,0.020460876
383,4.1,N,19.0,118.8342323,986.0,0.005732049
451,3.9,N,50.0,66.26411388,429.0,0.00968403
242,4.2,N,40.0,95.48527244,238.0,0.070854065
629,4.1,S,59.0,68.97653223,654.0,0.044755691
574,4.2,S,60.0,86.41209334,459.0,0.046176072
624,4.2,S,82.0,185.8563149,229.0,0.025536655
662,4.3,N,27.0,39.50048041,468.0,0.049946434
9231,4.0,R,36.0,135.0,868.0,0.007534341
157,4.0,S,87.0,107.6853797,403.0,0.031540518
493,4.0,N,65.0,42.66311098,249.0,0.114304504
328,4.4,N,44.0,83.39466902,193.0,0.053922954
174,3.7,S,77.0,132.4631687,447.0,0.021891082
274,3.7,S,39.0,86.84367504,470.0,0.019764117
572,4.0,S,62.0,40.58463005,558.0,0.056081141
171,4.1,R,60.0,108.3273971,505.0,0.006567369
609,4.0,N,51.0,40.30910832,558.0,0.037704748
95,4.3,S,89.0,40.07144997,271.0,0.132709202
707,4.2,N,55.0,88.16929978,630.0,0.027526941
9247,4.4,N,40.0,62.0,815.0,0.0613199
207,4.0,S,56.0,18.93086737,1141.0,0.135312867
511,4.1,N,52.0,89.32363009,236.0,0.02316827
648,4.0,S,90.0,21.5690304,1380.0,0.044939934
426,3.9,S,73.0,126.0535907,313.0,0.008488233
191,4.2,S,90.0,155.4487225,317.0,0.015906723
570,4.2,S,75.0,105.1926205,328.0,0.097510302
8738,4.1,N,52.0,45.0,278.0,0.019777645
280,4.2,R,57.0,68.12805498,258.0,0.053734801
498,4.2,S,72.0,10.36498455,145.0,0.598085748
206,4.0,S,90.0,90.47952975,683.0,0.017454211
471,4.1,S,76.0,121.3410747,965.0,0.004710157
736,4.0,N,55.0,72.49579401,196.0,0.030156323
619,4.0,S,79.0,13.51840295,292.0,0.251381232
742,4.1,N,15.0,138.788886,350.0,0.007879358
676,4.2,R,48.0,78.19690602,303.0,0.017556403
460,4.1,N,81.0,167.3426081,171.0,0.020617732
8735,3.8,S,80.0,74.0,452.0,0.008291331
456,4.0,N,33.0,35.29471038,406.0,0.151035447
719,4.2,N,55.0,140.5634324,580.0,0.006697797
581,4.3,S,57.0,113.6239058,875.0,0.011051693
384,3.9,S,74.0,75.37584062,205.0,0.01860489
229,4.0,N,41.0,112.5463746,314.0,0.047615813
9229,4.0,N,63.0,16.0,735.0,0.082519545
573,4.1,S,66.0,93.59690222,131.0,0.019653698
720,4.1,N,55.0,151.6375142,558.0,0.00463075
203,3.9,N,87.0,92.61650517,366.0,0.064998748
243,3.9,S,62.0,107.9679203,683.0,0.00708108
8786,4.3,R,42.0,53.0,417.0,0.063672753
143,3.9,S,44.0,183.6224937,1380.0,0.005609912
233,4.3,S,54.0,74.80064369,205.0,0.05762592
559,4.4,S,88.0,84.12713947,229.0,0.077880497
487,4.3,S,81.0,191.0839134,345.0,0.011695814
460,4.1,N,81.0,107.271981,293.0,0.148567334
719,4.2,N,55.0,133.2367453,193.0,0.033948797
616,4.3,S,84.0,95.96572278,259.0,0.128366999
8658,4.0,N,35.0,149.0,1010.0,0.002474596
166,3.5,S,81.0,132.7020393,545.0,0.003514491
9179,4.4,S,88.0,59.0,715.0,0.04668907
574,4.2,S,60.0,36.08329068,238.0,0.045790929
8933,4.2,S,82.0,64.0,330.0,0.049894328
446,3.9,S,57.0,72.36207751,735.0,0.009085498
147,3.9,S,41.0,48.41036617,836.0,0.012688143
621,4.2,S,84.0,186.8497769,450.0,0.010238285
559,4.4,S,88.0,125.0768556,836.0,0.021574265
552,4.1,S,79.0,88.01918421,229.0,0.065008625
575,4.2,S,52.0,152.6755501,532.0,0.010279632
147,3.9,S,41.0,58.69168944,827.0,0.012881663
197,4.1,N,63.0,37.09659531,315.0,0.108748056
288,3.8,N,52.0,16.71250948,805.0,0.039255789
396,4.2,N,55.0,50.3486174,323.0,0.021266808
8574,4.2,S,88.0,107.0,363.0,0.013864268
706,4.1,N,55.0,99.44022519,207.0,0.010125984
609,4.0,N,51.0,89.38114021,270.0,0.018740831
188,4.3,S,77.0,193.6763612,293.0,0.01246249
8868,3.8,N,45.0,71.0,1010.0,0.008770622
335,4.1,S,70.0,92.43832574,214.0,0.013869389
221,3.9,S,65.0,111.866576,948.0,0.005879167
168,3.5,R,81.0,111.4624486,304.0,0.021222924
475,4.1,N,40.0,129.1294616,612.0,0.010032429
316,4.1,S,44.0,138.4559401,683.0,0.032318755
443,4.1,N,45.0,77.78217434,599.0,0.007084361
382,4.1,S,83.0,74.65232383,468.0,0.023450638
381,4.0,N,38.0,41.16615422,695.0,0.041598953
88,4.4,S,61.0,78.5715103,131.0,0.236923502
407,3.9,S,79.0,59.65875932,286.0,0.088440384
396,4.2,N,55.0,50.00933667,219.0,0.03425915
8893,4.3,S,84.0,28.0,280.0,0.22399795
495,4.4,S,54.0,192.1746825,407.0,0.008081626
9233,4.4,R,50.0,139.0,1072.0,0.010086325
8897,3.8,S,70.0,142.0,462.0,0.012547771
242,4.2,N,40.0,57.52846642,321.0,0.062552941
251,3.7,R,71.0,122.102783,907.0,0.005425637
271,4.3,S,79.0,115.1929278,317.0,0.018477033
258,4.2,N,33.0,50.94950374,466.0,0.091501029
478,4.3,N,39.0,108.5329832,369.0,0.02601969
502,4.0,S,86.0,121.3848262,387.0,0.027275635
276,4.2,N,48.0,24.14741333,205.0,0.217919103
451,3.9,N,50.0,31.08769579,403.0,0.047559288
53,4.1,S,87.0,108.6953988,366.0,0.10472135
559,4.4,S,88.0,141.6573759,277.0,0.025646097
449,4.0,S,70.0,188.3780707,528.0,0.008774422
328,4.4,N,44.0,131.905173,430.0,0.012429564
560,4.1,S,80.0,19.58499914,300.0,0.268136387
