EQID,Mw,SoF,Dip,RJB,VS30,PGV_geo
628,5.0,S,46.0,59.40690159,660.0,0.110014083
225,4.8,N,38.0,79.85559604,462.0,0.092997718
9002,5.3,N,32.0,168.0,637.0,0.027408112
626,4.5,S,70.0,88.83231829,171.0,0.060532836
8448,4.8,N,58.0,69.0,328.0,0.078738596
182,5.3,S,85.0,28.48764019,286.0,0.125996176
542,4.7,N,27.0,115.4974994,205.0,0.121130783
504,4.9,S,60.0,151.3507536,293.0,0.610128829
235,4.9,N,44.0,171.9317061,894.0,0.023796653
347,5.0,N,34.0,126.4454286,894.0,0.056869609
591,4.5,S,81.0,177.2016585,561.0,0.018781973
627,5.0,S,67.0,123.3279367,1141.0,0.059814818
351,5.0,N,29.0,116.6880365,269.0,0.309034247
610,4.5,S,85.0,195.9079756,426.0,0.01409097
501,4.7,S,69.0,65.7031721,335.0,0.291760337
327,4.6,N,43.0,28.19656032,366.0,0.727299771
8448,4.8,N,58.0,145.0,328.0,0.044751435
477,4.8,S,53.0,155.6133027,654.0,0.016652283
231,4.5,N,37.0,191.5893906,145.0,0.033947848
477,4.8,S,53.0,53.60575759,561.0,0.335538039
145,5.0,N,41.0,190.7115761,827.0,0.015231392
213,5.1,N,27.0,142.8008005,285.0,0.054747838
351,5.0,N,29.0,186.9464421,388.0,0.018110878
469,4.7,S,63.0,79.52307223,363.0,0.052005535
9227,5.1,N,45.0,38.0,283.0,1.234489424
84,4.9,S,60.0,153.972139,561.0,0.064389022
81,5.0,N,42.0,29.73674821,304.0,0.764437727
104,4.8,N,41.0,15.40071804,207.0,1.289659057
103,4.8,N,42.0,135.6758898,348.0,0.112841226
627,5.0,S,67.0,100.9982644,328.0,0.17849179
8725,4.6,S,77.0,101.0,430.0,0.050999214
421,4.8,N,42.0,62.92208712,580.0,0.195284937
604,4.7,S,82.0,154.6815112,555.0,0.029089524
438,5.0,N,38.0,63.60408912,248.0,0.13888106
260,4.5,N,42.0,28.55497403,514.0,0.103184202
592,5.1,S,80.0,86.41649644,735.0,0.091414379
9154,5.0,S,81.0,182.0,907.0,0.013668494
504,4.9,S,60.0,145.4223774,555.0,0.27654997
626,4.5,S,70.0,149.9196311,330.0,0.068860972
562,4.8,S,89.0,25.86982499,450.0,1.101996223
309,5.4,N,44.0,195.0998155,514.0,0.32334478
473,4.8,N,61.0,107.6318327,345.0,0.054839036
8852,5.4,N,40.0,83.0,747.0,0.295606855
546,4.8,S,87.0,55.22456103,510.0,0.097435966
388,4.6,N,55.0,165.80026,390.0,0.016953155
604,4.7,S,82.0,89.94387385,171.0,0.045317591
8725,4.6,S,77.0,164.0,283.0,0.111871617
186,4.5,S,90.0,132.3355923,555.0,0.002637104
8939,4.6,S,75.0,31.0,283.0,0.429241741
81,5.0,N,42.0,145.2087516,296.0,0.111684402
628,5.0,S,46.0,183.611536,715.0,0.04464717
37,5.2,S,77.0,44.32301923,192.0,0.894382748
8569,5.3,N,56.0,144.0,521.0,0.064031391
646,4.7,S,77.0,58.37891033,860.0,0.025146612
8607,5.2,N,43.0,161.0,986.0,0.017789022
351,5.0,N,29.0,160.9661589,377.0,0.165564566
109,5.2,S,85.0,72.7209468,450.0,0.090950372
9011,4.8,R,39.0,176.0,347.0,0.468107462
9239,4.5,R,80.0,148.0,721.0,0.030977974
130,4.8,S,79.0,66.96979584,469.0,0.055301691
377,4.6,S,64.0,102.3402132,827.0,0.061825192
710,4.9,N,28.0,87.84843988,694.0,0.048659792
9021,4.5,R,27.0,84.0,350.0,0.179704042
626,4.5,S,70.0,101.67169,328.0,0.097900468
365,4.9,N,41.0,76.09586991,313.0,0.115285699
473,4.8,N,61.0,164.5996447,393.0,0.016089849
265,4.8,S,83.0,191.2680332,691.0,0.028429376
8609,4.9,N,36.0,94.0,278.0,0.025097707
576,4.5,S,89.0,83.37595993,348.0,0.049425193
365,4.9,N,41.0,18.44353971,292.0,1.195851397
352,5.0,N,51.0,53.61445742,171.0,0.428276538
8721,4.9,S,66.0,160.0,678.0,0.056946553
8886,5.0,N,46.0,46.0,347.0,0.082710709
380,4.9,N,36.0,60.82748387,313.0,0.196260141
712,4.5,N,55.0,46.3264683,1141.0,0.038843688
118,5.3,N,60.0,196.0478989,145.0,0.036707874
9201,4.6,N,53.0,61.0,558.0,0.060713442
286,4.5,S,86.0,88.67969908,415.0,0.036023989
84,4.9,S,60.0,184.6847393,305.0,0.127222753
743,4.7,N,47.0,78.82036826,875.0,0.129373554
592,5.1,S,80.0,99.46792963,815.0,0.039104073
351,5.0,N,29.0,179.3819229,415.0,0.043956171
473,4.8,N,61.0,135.2749341,1080.0,0.014881486
522,4.7,N,36.0,75.69209683,390.0,0.032396718
9225,4.7,S,67.0,70.0,579.0,0.082607813
455,4.8,N,52.0,64.88905494,286.0,0.695056627
522,4.7,N,36.0,173.6601585,894.0,0.00771583
558,4.7,S,62.0,176.956512,390.0,0.033094458
260,4.5,N,42.0,110.6411449,314.0,0.027910413
526,4.5,S,60.0,66.21475803,528.0,0.053552171
583,4.5,S,84.0,27.55044486,407.0,0.225898538
255,4.8,S,81.0,180.0511043,500.0,0.02352776
439,5.3,N,34.0,75.00214171,599.0,0.044140143
9152,4.6,N,55.0,156.0,1072.0,0.006936377
8449,4.5,N,52.0,175.0,543.0,0.023092507
8710,5.1,R,33.0,87.0,344.0,0.13225591
358,5.2,N,43.0,147.7784646,1080.0,0.039977081
492,4.7,N,36.0,157.0054173,630.0,0.012043749
601,5.0,N,30.0,81.31690718,361.0,0.289333382
8449,4.5,N,52.0,81.0,305.0,0.198656116
9227,5.1,N,45.0,82.0,688.0,0.145576316
238,4.5,N,55.0,90.97002505,875.0,0.017036331
604,4.7,S,82.0,146.3539234,330.0,0.082005129
397,4.7,N,48.0,81.69068174,894.0,0.05177817
307,4.9,N,44.0,173.9821468,696.0,0.022222611
293,5.0,R,49.0,176.3998915,770.0,0.013473596
388,4.6,N,55.0,140.223126,328.0,0.036351574
231,4.5,N,37.0,122.7786937,348.0,0.071857113
438,5.0,N,38.0,91.26310721,732.0,0.051663576
9152,4.6,N,55.0,177.0,376.0,0.029353563
440,4.6,S,66.0,29.37106142,171.0,0.212335716
416,5.3,N,38.0,57.9451472,696.0,0.12470387
520,5.0,N,52.0,136.4858349,986.0,0.069073184
234,5.1,N,45.0,80.70287141,145.0,0.357907847
627,5.0,S,67.0,98.0771222,223.0,0.155701836
726,4.8,S,72.0,164.2086678,484.0,0.049998792
103,4.8,N,42.0,73.63375776,629.0,0.115130066
558,4.7,S,62.0,140.2355515,277.0,0.136068588
103,4.8,N,42.0,177.1180546,300.0,0.047826475
118,5.3,N,60.0,173.5580582,300.0,0.074901554
8630,4.8,S,73.0,66.0,732.0,0.060953327
110,4.9,S,69.0,170.4254713,770.0,0.004894402
172,4.6,S,72.0,125.4694678,715.0,0.038802754
103,4.8,N,42.0,40.48875179,336.0,0.654950837
285,4.8,S,82.0,4.222399407,292.0,2.512949388
319,4.6,N,50.0,113.3735859,558.0,0.02083773
8902,4.8,N,64.0,15.0,131.0,3.632469225
620,4.6,N,77.0,196.4654845,236.0,0.018086283
365,4.9,N,41.0,105.0075476,259.0,0.13459125
235,4.9,N,44.0,90.2855857,444.0,0.168947505
457,5.0,S,77.0,117.0855983,758.0,0.266009749
9237,4.8,S,77.0,169.0,567.0,0.013364121
739,4.5,S,82.0,156.0121044,688.0,0.007329082
9011,4.8,R,39.0,148.0,444.0,0.019343934
327,4.6,N,43.0,176.3248905,330.0,0.040379728
439,5.3,N,34.0,99.02777134,371.0,0.227317561
9002,5.3,N,32.0,171.0,384.0,0.074134576
521,4.6,N,79.0,40.50731509,367.0,0.057723813
565,4.7,S,70.0,80.79541409,436.0,0.148535321
60,5.2,S,70.0,124.1820378,771.0,0.043774042
347,5.0,N,34.0,33.48491631,236.0,0.442540116
319,4.6,N,50.0,102.9682542,214.0,0.105308098
626,4.5,S,70.0,96.23687395,444.0,0.06782504
134,4.6,S,67.0,76.24012104,863.0,0.172956952
457,5.0,S,77.0,52.18920001,652.0,0.367556097
8886,5.0,N,46.0,197.0,376.0,0.053017434
439,5.3,N,34.0,87.87432668,986.0,0.150371126
8448,4.8,N,58.0,109.0,771.0,0.033922082
627,5.0,S,67.0,187.8083328,277.0,0.151050098
300,4.5,R,57.0,114.0496562,271.0,0.008114649
522,4.7,N,36.0,160.8398891,314.0,0.015555303
565,4.7,S,70.0,131.5855288,709.0,0.030298
639,4.7,N,50.0,62.73693627,470.0,0.128134191
9224,4.7,N,59.0,159.0,430.0,0.018943838
501,4.7,S,69.0,80.63613197,299.0,0.087860184
235,4.9,N,44.0,94.24373194,695.0,0.071586502
604,4.7,S,82.0,163.9789562,396.0,0.022419318
562,4.8,S,89.0,136.1699609,652.0,0.238734248
477,4.8,S,53.0,121.0024964,469.0,0.051466704
504,4.9,S,60.0,143.0188492,532.0,0.138034009
361,4.7,N,36.0,101.8500917,269.0,0.160234174
743,4.7,N,47.0,76.40782233,836.0,0.100827658
627,5.0,S,67.0,193.6443671,948.0,0.010342275
8501,5.3,S,86.0,125.0,986.0,0.036789997
265,4.8,S,83.0,142.6084623,265.0,0.148984405
8854,4.6,N,40.0,127.0,340.0,0.043149857
388,4.6,N,55.0,73.66011251,894.0,0.050100303
8510,5.0,N,44.0,94.0,219.0,0.164968878
235,4.9,N,44.0,83.52469263,131.0,0.501256148
612,4.7,S,69.0,82.35918285,270.0,0.112297366
358,5.2,N,43.0,190.6953045,448.0,0.145521245
473,4.8,N,61.0,146.4298604,226.0,0.054047428
9239,4.5,R,80.0,92.0,428.0,0.049968445
278,4.5,N,44.0,72.93250191,329.0,0.04404614
8939,4.6,S,75.0,110.0,347.0,0.128656529
9230,4.8,S,84.0,136.0,519.0,0.015471059
223,4.5,S,54.0,82.65059778,1182.0,0.026595031
285,4.8,S,82.0,144.9822317,580.0,0.036389641
696,5.3,N,47.0,87.87554845,986.0,0.087336251
365,4.9,N,41.0,68.38375106,468.0,0.062707707
509,4.5,N,52.0,42.78726797,344.0,0.0378374
543,4.8,N,41.0,84.05109295,328.0,0.174420713
653,4.7,S,89.0,90.70470435,284.0,0.022480047
213,5.1,N,27.0,177.285545,285.0,0.083034238
604,4.7,S,82.0,155.0280868,403.0,0.019001233
743,4.7,N,47.0,87.9604443,328.0,0.141979859
739,4.5,S,82.0,26.31455069,421.0,0.94498837
361,4.7,N,36.0,190.8664621,448.0,0.030648101
712,4.5,N,55.0,90.21702684,328.0,0.037501138
542,4.7,N,27.0,97.96681204,695.0,0.043954747
724,4.5,N,40.0,95.69910825,207.0,0.047027314
137,4.6,S,74.0,187.3921976,313.0,0.021985341
199,4.6,N,60.0,188.027492,469.0,0.013222813
678,4.5,S,82.0,161.8198036,317.0,0.02971831
330,4.7,N,52.0,137.0954765,459.0,0.043608702
501,4.7,S,69.0,80.9986742,362.0,0.153264852
612,4.7,S,69.0,178.8409041,694.0,0.006758413
726,4.8,S,72.0,145.995025,186.0,0.124464775
542,4.7,N,27.0,104.0588135,131.0,0.122641691
565,4.7,S,70.0,95.53947649,377.0,0.1370585
304,4.5,N,45.0,149.7667758,229.0,0.032386613
9209,4.8,N,60.0,65.0,545.0,0.114844396
501,4.7,S,69.0,187.5644087,472.0,0.017173476
234,5.1,N,45.0,57.86376202,361.0,0.117147739
265,4.8,S,83.0,161.9835088,362.0,0.065770963
8861,4.8,S,79.0,180.0,444.0,0.043832835
172,4.6,S,72.0,122.5162824,280.0,0.078031469
717,4.7,N,55.0,90.5868992,986.0,0.018715368
8630,4.8,S,73.0,108.0,219.0,0.084443276
223,4.5,S,54.0,40.59094678,352.0,0.272406646
565,4.7,S,70.0,47.17183726,313.0,0.250636229
521,4.6,N,79.0,64.17279558,206.0,0.020900989
286,4.5,S,86.0,110.1518765,207.0,0.036190151
399,4.6,N,42.0,106.0038786,271.0,0.047552621
644,4.8,S,82.0,92.33815926,131.0,0.128133683
504,4.9,S,60.0,158.8753923,1141.0,0.099368519
440,4.6,S,66.0,110.1779182,286.0,0.104815003
562,4.8,S,89.0,85.88517721,329.0,0.133699085
537,4.7,N,48.0,86.83019867,445.0,0.008685175
199,4.6,N,60.0,125.6781677,758.0,0.066173117
440,4.6,S,66.0,40.64447742,1141.0,0.151898142
365,4.9,N,41.0,92.06966515,328.0,0.068147309
285,4.8,S,82.0,115.9882156,271.0,0.094875165
397,4.7,N,48.0,85.59162119,1323.0,0.030554306
9161,4.8,R,72.0,99.0,484.0,0.110594267
162,4.8,R,37.0,170.309754,181.0,0.08190243
9123,5.2,N,34.0,115.0,408.0,0.066589897
347,5.0,N,34.0,82.65791586,323.0,0.07227241
285,4.8,S,82.0,103.1935563,387.0,0.078396127
565,4.7,S,70.0,69.73159931,595.0,0.071196377
231,4.5,N,37.0,181.4986594,270.0,0.05854109
358,5.2,N,43.0,65.0026862,249.0,0.412786006
612,4.7,S,69.0,95.6380297,771.0,0.044852188
380,4.9,N,36.0,151.9602403,271.0,0.086758293
84,4.9,S,60.0,156.2089214,300.0,0.090214352
9130,4.5,N,70.0,101.0,347.0,0.013035259
365,4.9,N,41.0,167.2972645,593.0,0.051135921
8569,5.3,N,56.0,120.0,367.0,0.088407146
231,4.5,N,37.0,142.9690395,345.0,0.010895436
524,5.2,S,86.0,84.81913472,735.0,0.188651514
68,4.5,S,83.0,138.2000711,352.0,0.12094639
537,4.7,N,48.0,117.2874459,314.0,0.030261567
9201,4.6,N,53.0,144.0,460.0,0.031177641
568,4.6,S,53.0,147.88605,555.0,0.014429092
223,4.5,S,54.0,67.87360389,410.0,0.029997044
360,4.6,N,47.0,179.1890667,412.0,0.042448419
9130,4.5,N,70.0,100.0,579.0,0.018902464
9239,4.5,R,80.0,145.0,618.0,0.034883937
326,5.3,N,45.0,104.9121641,361.0,0.110894199
601,5.0,N,30.0,100.9535339,771.0,0.144149986
8886,5.0,N,46.0,181.0,390.0,0.065981285
148,4.6,S,75.0,110.5600566,430.0,0.008421459
365,4.9,N,41.0,179.4383654,1323.0,0.015316961
626,4.5,S,70.0,85.95223464,193.0,0.172021792
257,4.7,N,45.0,75.75181012,313.0,0.19546509
10,5.2,S,75.0,76.7411419,320.0,0.253553835
8852,5.4,N,40.0,103.0,836.0,0.109826443
8589,4.7,N,48.0,146.0,986.0,0.00539622
368,4.9,N,55.0,82.93001464,366.0,0.031264073
389,4.5,N,55.0,67.60435914,1323.0,0.009613889
8638,5.1,N,47.0,169.0,396.0,0.069742635
419,4.5,N,44.0,143.9542432,344.0,0.010753503
743,4.7,N,47.0,72.46030452,145.0,0.357496037
8441,4.8,N,52.0,81.0,366.0,0.115396053
715,4.9,N,55.0,68.66815996,145.0,0.216133161
358,5.2,N,43.0,171.9535046,403.0,0.054040393
391,4.7,N,57.0,105.3258073,1080.0,0.052628684
8725,4.6,S,77.0,147.0,328.0,0.124155014
713,4.5,N,55.0,71.06208427,131.0,0.08867123
558,4.7,S,62.0,192.8309834,265.0,0.039129591
9239,4.5,R,80.0,133.0,408.0,0.022658769
9201,4.6,N,53.0,38.0,555.0,0.168607188
737,4.7,S,56.0,117.5227759,376.0,0.021801468
8441,4.8,N,52.0,107.0,313.0,0.111285039
330,4.7,N,52.0,131.2548438,430.0,0.073293575
216,4.7,S,84.0,55.56568765,528.0,0.059258675
743,4.7,N,47.0,142.657268,608.0,0.020573821
326,5.3,N,45.0,142.8595262,131.0,0.123156383
213,5.1,N,27.0,94.08595658,357.0,0.308022143
105,5.1,N,49.0,52.5253797,285.0,0.730260713
213,5.1,N,27.0,172.0097544,390.0,0.024890747
419,4.5,N,44.0,94.13654507,354.0,0.043416842
421,4.8,N,42.0,54.16229292,466.0,0.213550286
416,5.3,N,38.0,116.5262859,567.0,0.094057271
504,4.9,S,60.0,19.08038538,403.0,1.826915042
531,4.6,N,39.0,21.85351993,747.0,0.054126695
421,4.8,N,42.0,125.7168215,271.0,0.032535091
536,4.7,S,89.0,58.98853613,459.0,0.206187761
418,5.0,N,34.0,64.94772074,580.0,0.106659763
286,4.5,S,86.0,51.80376064,238.0,0.110260337
105,5.1,N,49.0,187.3147222,253.0,0.074863642
309,5.4,N,44.0,144.4965411,836.0,0.083152888
304,4.5,N,45.0,147.1930697,196.0,0.032363095
416,5.3,N,38.0,154.0958049,599.0,0.03364858
391,4.7,N,57.0,154.2010632,286.0,0.070051073
285,4.8,S,82.0,88.31907233,328.0,0.087792708
360,4.6,N,47.0,35.15539589,273.0,0.137947622
68,4.5,S,83.0,28.70774355,639.0,0.110295376
421,4.8,N,42.0,181.1655407,462.0,0.029815979
122,4.8,N,38.0,86.7614306,731.0,0.060281143
391,4.7,N,57.0,77.20205094,393.0,0.146816646
8886,5.0,N,46.0,75.0,533.0,0.124616774
524,5.2,S,86.0,105.7656727,519.0,0.091877808
38,5.3,N,31.0,79.12051164,285.0,0.265353087
542,4.7,N,27.0,83.71220055,415.0,0.067507065
361,4.7,N,36.0,76.65777776,328.0,0.089483244
8864,5.3,S,76.0,57.0,243.0,0.229687921
696,5.3,N,47.0,72.47550343,196.0,0.576891632
9238,4.6,S,76.0,87.0,519.0,0.036133133
8886,5.0,N,46.0,165.0,654.0,0.015225463
438,5.0,N,38.0,132.3758157,307.0,0.086791754
163,4.8,S,79.0,153.151935,315.0,0.126493284
326,5.3,N,45.0,156.3726683,1141.0,0.034684087
286,4.5,S,86.0,68.09870871,361.0,0.061878773
352,5.0,N,51.0,170.6565427,403.0,0.116476042
257,4.7,N,45.0,149.017529,483.0,0.064069419
121,4.5,S,83.0,65.24504015,398.0,0.013817704
715,4.9,N,55.0,33.6400694,307.0,0.087563137
9241,4.5,S,69.0,162.0,936.0,0.013258818
601,5.0,N,30.0,176.8034158,277.0,0.200148413
455,4.8,N,52.0,135.612416,855.0,0.028478111
327,4.6,N,43.0,100.9599926,608.0,0.043005288
326,5.3,N,45.0,137.9649627,683.0,0.124050268
330,4.7,N,52.0,51.01226462,387.0,0.175115704
121,4.5,S,83.0,47.26939528,352.0,0.022103606
517,4.6,S,86.0,155.0192822,413.0,0.010292037
480,4.6,S,57.0,43.36817693,714.0,0.173584456
9235,4.5,N,35.0,133.0,654.0,0.019094668
406,4.6,N,32.0,40.88219556,948.0,0.100668307
524,5.2,S,86.0,157.2497498,372.0,0.043652445
457,5.0,S,77.0,23.61833131,376.0,0.811212856
124,4.7,N,51.0,80.27496223,249.0,0.128257123
558,4.7,S,62.0,130.8119671,366.0,0.120638178
726,4.8,S,72.0,45.17143773,660.0,0.150470422
199,4.6,N,60.0,59.15976934,567.0,0.025201237
17,5.2,S,67.0,37.28738233,662.0,0.984670766
347,5.0,N,34.0,62.95053065,477.0,0.082523073
145,5.0,N,41.0,142.2315218,369.0,0.053075756
628,5.0,S,46.0,160.1363324,186.0,0.112726523
358,5.2,N,43.0,70.60299418,608.0,0.075463937
659,5.2,N,33.0,160.3900083,630.0,0.078705082
659,5.2,N,33.0,59.17757724,827.0,0.259953653
455,4.8,N,52.0,96.92447168,344.0,0.044656688
688,4.7,N,53.0,90.12641162,207.0,0.049377922
638,4.7,S,86.0,116.5240013,273.0,0.100978376
671,4.7,S,88.0,165.3316927,346.0,0.040872793
182,5.3,S,85.0,154.9231594,193.0,0.070194055
368,4.9,N,55.0,80.94003187,298.0,0.060539049
671,4.7,S,88.0,69.94220134,654.0,0.027397808
617,4.9,N,53.0,79.06492613,875.0,0.110011025
724,4.5,N,40.0,63.20327794,468.0,0.197514489
416,5.3,N,38.0,96.59375783,271.0,0.33739757
439,5.3,N,34.0,68.80421258,303.0,0.27552124
695,4.7,N,41.0,64.82754786,630.0,0.609008343
8851,4.7,N,48.0,90.0,745.0,0.086222875
604,4.7,S,82.0,91.42301483,468.0,0.03755406
8643,4.5,N,44.0,127.0,234.0,0.066176685
9227,5.1,N,45.0,144.0,612.0,0.02799963
610,4.5,S,85.0,165.4569784,469.0,0.02214262
737,4.7,S,56.0,57.54918999,860.0,0.032109103
153,4.9,S,66.0,49.35998176,315.0,0.341996039
56,5.0,S,57.0,125.8902167,397.0,0.118178675
9227,5.1,N,45.0,106.0,362.0,0.046639902
9140,4.9,N,39.0,70.0,374.0,0.121625136
9130,4.5,N,70.0,80.0,715.0,0.026166417
365,4.9,N,41.0,115.4332447,561.0,0.048752442
265,4.8,S,83.0,179.333106,678.0,0.058730046
199,4.6,N,60.0,125.5930715,346.0,0.149842313
8861,4.8,S,79.0,141.0,416.0,0.068893981
307,4.9,N,44.0,175.2552317,567.0,0.023519215
652,4.6,S,78.0,90.56392977,284.0,0.015677792
480,4.6,S,57.0,142.889328,533.0,0.052579221
715,4.9,N,55.0,66.45898931,827.0,0.07365239
583,4.5,S,84.0,91.2984365,907.0,0.012474281
199,4.6,N,60.0,57.69030914,377.0,0.070918082
558,4.7,S,62.0,133.16188,468.0,0.051166614
524,5.2,S,86.0,28.76635541,1380.0,1.264072266
186,4.5,S,90.0,30.95337294,192.0,0.034129489
440,4.6,S,66.0,77.45637804,558.0,0.105063822
352,5.0,N,51.0,60.08014337,313.0,0.562490752
8725,4.6,S,77.0,188.0,412.0,0.01647321
327,4.6,N,43.0,75.90376475,192.0,0.138427435
367,4.9,N,55.0,76.87370688,414.0,0.061979372
434,5.0,S,76.0,186.8345846,403.0,0.041800638
365,4.9,N,41.0,191.8293673,396.0,0.055547841
440,4.6,S,66.0,10.34877295,328.0,4.2619866
9227,5.1,N,45.0,184.0,440.0,0.067061418
231,4.5,N,37.0,147.9397175,196.0,0.066675658
8734,5.3,R,22.0,178.0,607.0,0.027383554
103,4.8,N,42.0,190.016182,145.0,0.065155392
477,4.8,S,53.0,128.5983466,721.0,0.064565359
347,5.0,N,34.0,96.27400318,948.0,0.038022127
56,5.0,S,57.0,6.128254564,229.0,4.127902476
8902,4.8,N,64.0,47.0,341.0,0.27872958
59,5.3,N,37.0,16.43761607,344.0,1.961004172
377,4.6,S,64.0,163.2648691,460.0,0.044047046
327,4.6,N,43.0,148.034227,397.0,0.02602561
604,4.7,S,82.0,126.6959164,1141.0,0.020744305
696,5.3,N,47.0,92.13773583,207.0,0.320783932
103,4.8,N,42.0,195.5205603,303.0,0.076785362
70,5.0,N,44.0,69.33927921,196.0,0.503085561
255,4.8,S,81.0,35.45920933,286.0,0.398620049
388,4.6,N,55.0,176.550267,875.0,0.005320971
329,4.5,N,45.0,80.3653856,390.0,0.052788576
412,4.8,N,35.0,159.5984909,356.0,0.050555164
639,4.7,N,50.0,118.6852097,946.0,0.013517116
601,5.0,N,30.0,101.9500872,313.0,0.424178704
558,4.7,S,62.0,158.7474642,414.0,0.036811254
68,4.5,S,83.0,166.0744501,380.0,0.028797509
172,4.6,S,72.0,45.81134592,618.0,0.238233898
9235,4.5,N,35.0,125.0,460.0,0.02127898
231,4.5,N,37.0,187.1312476,480.0,0.003813493
627,5.0,S,67.0,162.281056,894.0,0.011667372
522,4.7,N,36.0,39.95784831,367.0,0.16478841
504,4.9,S,60.0,78.80288863,324.0,0.78170563
23,5.4,S,23.0,131.6953575,311.0,0.147582833
329,4.5,N,45.0,85.37410393,448.0,0.050605435
553,4.6,R,52.0,89.03935443,1113.0,0.034988181
377,4.6,S,64.0,63.29334047,361.0,0.056610864
8691,5.1,N,49.0,113.0,145.0,0.407843052
278,4.5,N,44.0,75.43389013,315.0,0.073453222
678,4.5,S,82.0,168.1133005,484.0,0.013314726
216,4.7,S,84.0,141.9792443,284.0,0.011252717
93,4.6,S,76.0,50.1480238,280.0,0.064654858
122,4.8,N,38.0,82.46010399,618.0,0.078195296
358,5.2,N,43.0,188.758944,683.0,0.032697742
236,4.6,N,55.0,102.3680113,827.0,0.009222694
352,5.0,N,51.0,151.1407996,343.0,0.065338305
360,4.6,N,47.0,187.2688097,555.0,0.018732059
231,4.5,N,37.0,115.7320339,358.0,0.020194781
508,4.8,N,50.0,39.74919915,344.0,0.098209798
8501,5.3,S,86.0,92.0,630.0,0.138376592
286,4.5,S,86.0,73.20373686,298.0,0.099338349
508,4.8,N,50.0,52.1125164,549.0,0.056550616
8852,5.4,N,40.0,87.0,460.0,0.251675673
504,4.9,S,60.0,174.3684908,629.0,0.198886918
330,4.7,N,52.0,154.019404,1141.0,0.028973533
520,5.0,N,52.0,142.0097456,1113.0,0.030328116
715,4.9,N,55.0,67.22613028,131.0,0.120594178
8638,5.1,N,47.0,66.0,343.0,0.084640535
110,4.9,S,69.0,107.3956316,370.0,0.123851103
81,5.0,N,42.0,59.8290943,561.0,0.065603436
388,4.6,N,55.0,190.720462,205.0,0.010523956
231,4.5,N,37.0,189.8722996,131.0,0.037051431
412,4.8,N,35.0,68.61642454,466.0,0.117166818
480,4.6,S,57.0,45.7815479,280.0,0.194353694
626,4.5,S,70.0,158.2948107,555.0,0.025663347
583,4.5,S,84.0,34.04607823,1380.0,0.033416176
591,4.5,S,81.0,166.5386248,955.0,0.003217724
347,5.0,N,34.0,41.45946642,567.0,0.337120422
439,5.3,N,34.0,31.98945504,1323.0,0.87337812
134,4.6,S,67.0,30.91079259,390.0,0.151851136
517,4.6,S,86.0,146.6553155,426.0,0.029186109
558,4.7,S,62.0,136.9200507,771.0,0.043838824
9237,4.8,S,77.0,181.0,521.0,0.011222324
352,5.0,N,51.0,85.43492423,414.0,0.151862573
8854,4.6,N,40.0,73.0,694.0,0.036104374
8448,4.8,N,58.0,171.0,662.0,0.058881398
192,4.9,S,82.0,162.6625741,224.0,0.274762725
421,4.8,N,42.0,80.7781887,307.0,0.120036253
714,4.6,N,55.0,141.434221,580.0,0.006015439
9230,4.8,S,84.0,95.0,365.0,0.050919888
213,5.1,N,27.0,39.09654376,294.0,0.191667297
263,4.5,S,32.0,115.1864219,273.0,0.04020359
391,4.7,N,57.0,116.3807793,372.0,0.093059625
330,4.7,N,52.0,141.6407626,836.0,0.047616127
739,4.5,S,82.0,120.4818068,291.0,0.046406063
529,4.5,S,81.0,106.506711,375.0,0.019071991
9161,4.8,R,72.0,67.0,545.0,0.12837139
9130,4.5,N,70.0,109.0,1380.0,0.015848518
360,4.6,N,47.0,74.31905688,430.0,0.071985211
28,5.4,N,15.0,74.39143247,466.0,0.761354073
531,4.6,N,39.0,24.84927828,732.0,0.059313667
352,5.0,N,51.0,141.8690457,1080.0,0.019960251
553,4.6,R,52.0,83.18619375,1323.0,0.026278972
360,4.6,N,47.0,150.050063,462.0,0.01615205
628,5.0,S,46.0,170.5255511,372.0,0.061201807
743,4.7,N,47.0,160.1310428,387.0,0.018134397
455,4.8,N,52.0,62.18424972,290.0,0.40398058
8441,4.8,N,52.0,71.0,387.0,0.218898507
172,4.6,S,72.0,82.92842407,501.0,0.020576065
265,4.8,S,83.0,45.69036425,906.0,0.097060092
604,4.7,S,82.0,47.30435919,300.0,0.092813249
412,4.8,N,35.0,55.45253435,393.0,0.090298326
522,4.7,N,36.0,133.101189,986.0,0.013695463
8439,5.0,N,45.0,87.0,403.0,0.435113965
715,4.9,N,55.0,94.06100143,341.0,0.111098432
8643,4.5,N,44.0,130.0,986.0,0.006159252
536,4.7,S,89.0,61.95970805,532.0,0.261545887
8449,4.5,N,52.0,181.0,417.0,0.00934106
246,4.7,S,82.0,32.09676251,283.0,0.656646271
438,5.0,N,38.0,41.33630478,393.0,0.192913473
327,4.6,N,43.0,107.469416,328.0,0.065684317
517,4.6,S,86.0,168.860959,714.0,0.036959635
380,4.9,N,36.0,55.03052807,532.0,0.235509058
309,5.4,N,44.0,140.8239517,397.0,0.109956151
558,4.7,S,62.0,123.1456801,875.0,0.066604428
8886,5.0,N,46.0,61.0,280.0,0.170461473
365,4.9,N,41.0,39.92450752,340.0,0.171891492
379,5.2,S,79.0,142.8009806,307.0,0.304291
8449,4.5,N,52.0,95.0,691.0,0.018783256
604,4.7,S,82.0,96.118673,771.0,0.027369908
